image,label
Augmented Data/augmented_3833.jpg,Chair
Augmented Data/augmented_3834.jpg,Chair
Augmented Data/augmented_3835.jpg,Chair
Augmented Data/augmented_3836.jpg,Chair
Augmented Data/augmented_3837.jpg,Chair
Augmented Data/augmented_3838.jpg,Chair
Augmented Data/augmented_3839.jpg,Chair
Augmented Data/augmented_3840.jpg,Chair
Augmented Data/augmented_3841.jpg,Chair
Augmented Data/augmented_3842.jpg,Chair
Augmented Data/augmented_3843.jpg,Chair
Augmented Data/augmented_3844.jpg,Chair
Augmented Data/augmented_3845.jpg,Chair
Augmented Data/augmented_3846.jpg,Chair
Augmented Data/augmented_3847.jpg,Chair
Augmented Data/augmented_3848.jpg,Chair
Augmented Data/augmented_3849.jpg,Chair
Augmented Data/augmented_3850.jpg,Chair
Augmented Data/augmented_3851.jpg,Chair
Augmented Data/augmented_3852.jpg,Chair
Augmented Data/augmented_3853.jpg,Chair
Augmented Data/augmented_3854.jpg,Chair
Augmented Data/augmented_3855.jpg,Chair
Augmented Data/augmented_3856.jpg,Chair
Augmented Data/augmented_3857.jpg,Chair
Augmented Data/augmented_3858.jpg,Chair
Augmented Data/augmented_3859.jpg,Chair
Augmented Data/augmented_3860.jpg,Chair
Augmented Data/augmented_3861.jpg,Chair
Augmented Data/augmented_3862.jpg,Chair
Augmented Data/augmented_3863.jpg,Chair
Augmented Data/augmented_3864.jpg,Chair
Augmented Data/augmented_3865.jpg,Chair
Augmented Data/augmented_3866.jpg,Chair
Augmented Data/augmented_3867.jpg,Chair
Augmented Data/augmented_3868.jpg,Chair
Augmented Data/augmented_3869.jpg,Chair
Augmented Data/augmented_3870.jpg,Chair
Augmented Data/augmented_3871.jpg,Chair
Augmented Data/augmented_3872.jpg,Chair
Augmented Data/augmented_3873.jpg,Chair
Augmented Data/augmented_3874.jpg,Chair
Augmented Data/augmented_3875.jpg,Chair
Augmented Data/augmented_3876.jpg,Chair
Augmented Data/augmented_3877.jpg,Chair
Augmented Data/augmented_3878.jpg,Chair
Augmented Data/augmented_3879.jpg,Chair
Augmented Data/augmented_3880.jpg,Chair
Augmented Data/augmented_3881.jpg,Chair
Augmented Data/augmented_3882.jpg,Chair
Augmented Data/augmented_3883.jpg,Chair
Augmented Data/augmented_3884.jpg,Chair
Augmented Data/augmented_3885.jpg,Chair
Augmented Data/augmented_3886.jpg,Chair
Augmented Data/augmented_3887.jpg,Chair
Augmented Data/augmented_3888.jpg,Chair
Augmented Data/augmented_3889.jpg,Chair
Augmented Data/augmented_3890.jpg,Chair
Augmented Data/augmented_3891.jpg,Chair
Augmented Data/augmented_3892.jpg,Chair
Augmented Data/augmented_3893.jpg,Chair
Augmented Data/augmented_3894.jpg,Chair
Augmented Data/augmented_3895.jpg,Chair
Augmented Data/augmented_3896.jpg,Chair
Augmented Data/augmented_3897.jpg,Chair
Augmented Data/augmented_3898.jpg,Chair
Augmented Data/augmented_3899.jpg,Chair
Augmented Data/augmented_3900.jpg,Chair
Augmented Data/augmented_3901.jpg,Chair
Augmented Data/augmented_3902.jpg,Chair
Augmented Data/augmented_3903.jpg,Chair
Augmented Data/augmented_3904.jpg,Chair
Augmented Data/augmented_3905.jpg,Chair
Augmented Data/augmented_3906.jpg,Chair
Augmented Data/augmented_3907.jpg,Chair
Augmented Data/augmented_3908.jpg,Chair
Augmented Data/augmented_3909.jpg,Chair
Augmented Data/augmented_3910.jpg,Chair
Augmented Data/augmented_3911.jpg,Chair
Augmented Data/augmented_3912.jpg,Chair
Augmented Data/augmented_3913.jpg,Chair
Augmented Data/augmented_3914.jpg,Chair
Augmented Data/augmented_3915.jpg,Chair
Augmented Data/augmented_3916.jpg,Chair
Augmented Data/augmented_3917.jpg,Chair
Augmented Data/augmented_3918.jpg,Chair
Augmented Data/augmented_3919.jpg,Chair
Augmented Data/augmented_3920.jpg,Chair
Augmented Data/augmented_3921.jpg,Chair
Augmented Data/augmented_3922.jpg,Chair
Augmented Data/augmented_3923.jpg,Chair
Augmented Data/augmented_3924.jpg,Chair
Augmented Data/augmented_3925.jpg,Chair
Augmented Data/augmented_3926.jpg,Chair
Augmented Data/augmented_3927.jpg,Chair
Augmented Data/augmented_3928.jpg,Chair
Augmented Data/augmented_3929.jpg,Chair
Augmented Data/augmented_3930.jpg,Chair
Augmented Data/augmented_3931.jpg,Chair
Augmented Data/augmented_3932.jpg,Chair
Augmented Data/augmented_3933.jpg,Chair
Augmented Data/augmented_3934.jpg,Chair
Augmented Data/augmented_3935.jpg,Chair
Augmented Data/augmented_3936.jpg,Chair
Augmented Data/augmented_3937.jpg,Chair
Augmented Data/augmented_3938.jpg,Chair
Augmented Data/augmented_3939.jpg,Chair
Augmented Data/augmented_3940.jpg,Chair
Augmented Data/augmented_3941.jpg,Chair
Augmented Data/augmented_3942.jpg,Chair
Augmented Data/augmented_3943.jpg,Chair
Augmented Data/augmented_3944.jpg,Chair
Augmented Data/augmented_3945.jpg,Chair
Augmented Data/augmented_3946.jpg,Chair
Augmented Data/augmented_3947.jpg,Chair
Augmented Data/augmented_3948.jpg,Chair
Augmented Data/augmented_3949.jpg,Chair
Augmented Data/augmented_3950.jpg,Chair
Augmented Data/augmented_3951.jpg,Chair
Augmented Data/augmented_3952.jpg,Chair
Augmented Data/augmented_3953.jpg,Chair
Augmented Data/augmented_3954.jpg,Chair
Augmented Data/augmented_3955.jpg,Chair
Augmented Data/augmented_3956.jpg,Chair
Augmented Data/augmented_3957.jpg,Chair
Augmented Data/augmented_3958.jpg,Chair
Augmented Data/augmented_3959.jpg,Chair
Augmented Data/augmented_3960.jpg,Chair
Augmented Data/augmented_3961.jpg,Chair
Augmented Data/augmented_3962.jpg,Chair
Augmented Data/augmented_3963.jpg,Chair
Augmented Data/augmented_3964.jpg,Chair
Augmented Data/augmented_3965.jpg,Chair
Augmented Data/augmented_3966.jpg,Chair
Augmented Data/augmented_3967.jpg,Chair
Augmented Data/augmented_3968.jpg,Chair
Augmented Data/augmented_3969.jpg,Chair
Augmented Data/augmented_3970.jpg,Chair
Augmented Data/augmented_3971.jpg,Chair
Augmented Data/augmented_3972.jpg,Chair
Augmented Data/augmented_3973.jpg,Chair
Augmented Data/augmented_3974.jpg,Chair
Augmented Data/augmented_3975.jpg,Chair
Augmented Data/augmented_3976.jpg,Chair
Augmented Data/augmented_3977.jpg,Chair
Augmented Data/augmented_3978.jpg,Chair
Augmented Data/augmented_3979.jpg,Chair
Augmented Data/augmented_3980.jpg,Chair
Augmented Data/augmented_3981.jpg,Chair
Augmented Data/augmented_3982.jpg,Chair
Augmented Data/augmented_3983.jpg,Chair
Augmented Data/augmented_3984.jpg,Chair
Augmented Data/augmented_3985.jpg,Chair
Augmented Data/augmented_3986.jpg,Chair
Augmented Data/augmented_3987.jpg,Chair
Augmented Data/augmented_3988.jpg,Chair
Augmented Data/augmented_3989.jpg,Chair
Augmented Data/augmented_3990.jpg,Chair
Augmented Data/augmented_3991.jpg,Chair
Augmented Data/augmented_3992.jpg,Chair
Augmented Data/augmented_3993.jpg,Chair
Augmented Data/augmented_3994.jpg,Chair
Augmented Data/augmented_3995.jpg,Chair
Augmented Data/augmented_3996.jpg,Chair
Augmented Data/augmented_3997.jpg,Chair
Augmented Data/augmented_3998.jpg,Chair
Augmented Data/augmented_3999.jpg,Chair
Augmented Data/augmented_4000.jpg,Chair
Augmented Data/augmented_4001.jpg,Chair
Augmented Data/augmented_4002.jpg,Chair
Augmented Data/augmented_4003.jpg,Chair
Augmented Data/augmented_4004.jpg,Chair
Augmented Data/augmented_4005.jpg,Chair
Augmented Data/augmented_4006.jpg,Chair
Augmented Data/augmented_4007.jpg,Chair
Augmented Data/augmented_4008.jpg,Chair
Augmented Data/augmented_4009.jpg,Chair
Augmented Data/augmented_4010.jpg,Chair
Augmented Data/augmented_4011.jpg,Chair
Augmented Data/augmented_4012.jpg,Chair
Augmented Data/augmented_4013.jpg,Chair
Augmented Data/augmented_4014.jpg,Chair
Augmented Data/augmented_4015.jpg,Chair
Augmented Data/augmented_4016.jpg,Chair
Augmented Data/augmented_4017.jpg,Chair
Augmented Data/augmented_4018.jpg,Chair
Augmented Data/augmented_4019.jpg,Chair
Augmented Data/augmented_4020.jpg,Chair
Augmented Data/augmented_4021.jpg,Chair
Augmented Data/augmented_4022.jpg,Chair
Augmented Data/augmented_4023.jpg,Chair
Augmented Data/augmented_4024.jpg,Chair
Augmented Data/augmented_4025.jpg,Chair
Augmented Data/augmented_4026.jpg,Chair
Augmented Data/augmented_4027.jpg,Chair
Augmented Data/augmented_4028.jpg,Chair
Augmented Data/augmented_4029.jpg,Chair
Augmented Data/augmented_4030.jpg,Chair
Augmented Data/augmented_4031.jpg,Chair
Augmented Data/augmented_4032.jpg,Chair
Augmented Data/augmented_4033.jpg,Chair
Augmented Data/augmented_4034.jpg,Chair
Augmented Data/augmented_4035.jpg,Chair
Augmented Data/augmented_4036.jpg,Chair
Augmented Data/augmented_4037.jpg,Chair
Augmented Data/augmented_4038.jpg,Chair
Augmented Data/augmented_4039.jpg,Chair
Augmented Data/augmented_4040.jpg,Chair
Augmented Data/augmented_4041.jpg,Chair
Augmented Data/augmented_4042.jpg,Chair
Augmented Data/augmented_4043.jpg,Chair
Augmented Data/augmented_4044.jpg,Chair
Augmented Data/augmented_4045.jpg,Chair
Augmented Data/augmented_4046.jpg,Chair
Augmented Data/augmented_4047.jpg,Chair
Augmented Data/augmented_4048.jpg,Chair
Augmented Data/augmented_4049.jpg,Chair
Augmented Data/augmented_4050.jpg,Chair
Augmented Data/augmented_4051.jpg,Chair
Augmented Data/augmented_4052.jpg,Chair
Augmented Data/augmented_4053.jpg,Chair
Augmented Data/augmented_4054.jpg,Chair
Augmented Data/augmented_4055.jpg,Chair
Augmented Data/augmented_4056.jpg,Chair
Augmented Data/augmented_4057.jpg,Chair
Augmented Data/augmented_4058.jpg,Chair
Augmented Data/augmented_4059.jpg,Chair
Augmented Data/augmented_4060.jpg,Chair
Augmented Data/augmented_4061.jpg,Chair
Augmented Data/augmented_4062.jpg,Chair
Augmented Data/augmented_4063.jpg,Chair
Augmented Data/augmented_4064.jpg,Chair
Augmented Data/augmented_4065.jpg,Chair
Augmented Data/augmented_4066.jpg,Chair
Augmented Data/augmented_4067.jpg,Chair
Augmented Data/augmented_4068.jpg,Chair
Augmented Data/augmented_4069.jpg,Chair
Augmented Data/augmented_4070.jpg,Chair
Augmented Data/augmented_4071.jpg,Chair
Augmented Data/augmented_4072.jpg,Chair
Augmented Data/augmented_4073.jpg,Chair
Augmented Data/augmented_4074.jpg,Chair
Augmented Data/augmented_4075.jpg,Chair
Augmented Data/augmented_4076.jpg,Chair
Augmented Data/augmented_4077.jpg,Chair
Augmented Data/augmented_4078.jpg,Chair
Augmented Data/augmented_4079.jpg,Chair
Augmented Data/augmented_4080.jpg,Chair
Augmented Data/augmented_4081.jpg,Chair
Augmented Data/augmented_4082.jpg,Chair
Augmented Data/augmented_4083.jpg,Chair
Augmented Data/augmented_4084.jpg,Chair
Augmented Data/augmented_4085.jpg,Chair
Augmented Data/augmented_4086.jpg,Chair
Augmented Data/augmented_4087.jpg,Chair
Augmented Data/augmented_4088.jpg,Chair
Augmented Data/augmented_4089.jpg,Chair
Augmented Data/augmented_4090.jpg,Chair
Augmented Data/augmented_4091.jpg,Chair
Augmented Data/augmented_4092.jpg,Chair
Augmented Data/augmented_4093.jpg,Chair
Augmented Data/augmented_4094.jpg,Chair
Augmented Data/augmented_4095.jpg,Chair
Augmented Data/augmented_4096.jpg,Chair
Augmented Data/augmented_4097.jpg,Chair
Augmented Data/augmented_4098.jpg,Chair
Augmented Data/augmented_4099.jpg,Chair
Augmented Data/augmented_4100.jpg,Chair
Augmented Data/augmented_4101.jpg,Chair
Augmented Data/augmented_4102.jpg,Chair
Augmented Data/augmented_4103.jpg,Chair
Augmented Data/augmented_4104.jpg,Chair
Augmented Data/augmented_4105.jpg,Chair
Augmented Data/augmented_4106.jpg,Chair
Augmented Data/augmented_4107.jpg,Chair
Augmented Data/augmented_4108.jpg,Chair
Augmented Data/augmented_4109.jpg,Chair
Augmented Data/augmented_4110.jpg,Chair
Augmented Data/augmented_4111.jpg,Chair
Augmented Data/augmented_4112.jpg,Chair
Augmented Data/augmented_4113.jpg,Chair
Augmented Data/augmented_4114.jpg,Chair
Augmented Data/augmented_4115.jpg,Chair
Augmented Data/augmented_4116.jpg,Chair
Augmented Data/augmented_4117.jpg,Chair
Augmented Data/augmented_4118.jpg,Chair
Augmented Data/augmented_4119.jpg,Chair
Augmented Data/augmented_4120.jpg,Chair
Augmented Data/augmented_4121.jpg,Chair
Augmented Data/augmented_4122.jpg,Chair
Augmented Data/augmented_4123.jpg,Chair
Augmented Data/augmented_4124.jpg,Chair
Augmented Data/augmented_4125.jpg,Chair
Augmented Data/augmented_4126.jpg,Chair
Augmented Data/augmented_4127.jpg,Chair
Augmented Data/augmented_4128.jpg,Chair
Augmented Data/augmented_4129.jpg,Chair
Augmented Data/augmented_4130.jpg,Chair
Augmented Data/augmented_4131.jpg,Chair
Augmented Data/augmented_4132.jpg,Chair
Augmented Data/augmented_4133.jpg,Chair
Augmented Data/augmented_4134.jpg,Chair
Augmented Data/augmented_4135.jpg,Chair
Augmented Data/augmented_4136.jpg,Chair
Augmented Data/augmented_4137.jpg,Chair
Augmented Data/augmented_4138.jpg,Chair
Augmented Data/augmented_4139.jpg,Chair
Augmented Data/augmented_4140.jpg,Chair
Augmented Data/augmented_4141.jpg,Chair
Augmented Data/augmented_4142.jpg,Chair
Augmented Data/augmented_4143.jpg,Chair
Augmented Data/augmented_4144.jpg,Chair
Augmented Data/augmented_4145.jpg,Chair
Augmented Data/augmented_4146.jpg,Chair
Augmented Data/augmented_4147.jpg,Chair
Augmented Data/augmented_4148.jpg,Chair
Augmented Data/augmented_4149.jpg,Chair
Augmented Data/augmented_4150.jpg,Chair
Augmented Data/augmented_4151.jpg,Chair
Augmented Data/augmented_4152.jpg,Chair
Augmented Data/augmented_4153.jpg,Chair
Augmented Data/augmented_4154.jpg,Chair
Augmented Data/augmented_4155.jpg,Chair
Augmented Data/augmented_4156.jpg,Chair
Augmented Data/augmented_4157.jpg,Chair
Augmented Data/augmented_4158.jpg,Chair
Augmented Data/augmented_4159.jpg,Chair
Augmented Data/augmented_4160.jpg,Chair
Augmented Data/augmented_4161.jpg,Chair
Augmented Data/augmented_4162.jpg,Chair
Augmented Data/augmented_4163.jpg,Chair
Augmented Data/augmented_4164.jpg,Chair
Augmented Data/augmented_4165.jpg,Chair
Augmented Data/augmented_4166.jpg,Chair
Augmented Data/augmented_4167.jpg,Chair
Augmented Data/augmented_4168.jpg,Chair
Augmented Data/augmented_4169.jpg,Chair
Augmented Data/augmented_4170.jpg,Chair
Augmented Data/augmented_4171.jpg,Chair
Augmented Data/augmented_4172.jpg,Chair
Augmented Data/augmented_4173.jpg,Chair
Augmented Data/augmented_4174.jpg,Chair
Augmented Data/augmented_4175.jpg,Chair
Augmented Data/augmented_4176.jpg,Chair
Augmented Data/augmented_4177.jpg,Chair
Augmented Data/augmented_4178.jpg,Chair
Augmented Data/augmented_4179.jpg,Chair
Augmented Data/augmented_4180.jpg,Chair
Augmented Data/augmented_4181.jpg,Chair
Augmented Data/augmented_4182.jpg,Chair
Augmented Data/augmented_4183.jpg,Chair
Augmented Data/augmented_4184.jpg,Chair
Augmented Data/augmented_4185.jpg,Chair
Augmented Data/augmented_4186.jpg,Chair
Augmented Data/augmented_4187.jpg,Chair
Augmented Data/augmented_4188.jpg,Chair
Augmented Data/augmented_4189.jpg,Chair
Augmented Data/augmented_4190.jpg,Chair
Augmented Data/augmented_4191.jpg,Chair
Augmented Data/augmented_4192.jpg,Chair
Augmented Data/augmented_4193.jpg,Chair
Augmented Data/augmented_4194.jpg,Chair
Augmented Data/augmented_4195.jpg,Chair
Augmented Data/augmented_4196.jpg,Chair
Augmented Data/augmented_4197.jpg,Chair
Augmented Data/augmented_4198.jpg,Chair
Augmented Data/augmented_4199.jpg,Chair
Augmented Data/augmented_4200.jpg,Chair
Augmented Data/augmented_4201.jpg,Chair
Augmented Data/augmented_4202.jpg,Chair
Augmented Data/augmented_4203.jpg,Chair
Augmented Data/augmented_4204.jpg,Chair
Augmented Data/augmented_4205.jpg,Chair
Augmented Data/augmented_4206.jpg,Chair
Augmented Data/augmented_4207.jpg,Chair
Augmented Data/augmented_4208.jpg,Chair
Augmented Data/augmented_4209.jpg,Chair
Augmented Data/augmented_4210.jpg,Chair
Augmented Data/augmented_4211.jpg,Chair
Augmented Data/augmented_4212.jpg,Chair
Augmented Data/augmented_4213.jpg,Chair
Augmented Data/augmented_4214.jpg,Chair
Augmented Data/augmented_4215.jpg,Chair
Augmented Data/augmented_4216.jpg,Chair
Augmented Data/augmented_4217.jpg,Chair
Augmented Data/augmented_4218.jpg,Chair
Augmented Data/augmented_4219.jpg,Chair
Augmented Data/augmented_4220.jpg,Chair
Augmented Data/augmented_4221.jpg,Chair
Augmented Data/augmented_4222.jpg,Chair
Augmented Data/augmented_4223.jpg,Chair
Augmented Data/augmented_4224.jpg,Chair
Augmented Data/augmented_4225.jpg,Chair
Augmented Data/augmented_4226.jpg,Chair
Augmented Data/augmented_4227.jpg,Chair
Augmented Data/augmented_4228.jpg,Chair
Augmented Data/augmented_4229.jpg,Chair
Augmented Data/augmented_4230.jpg,Chair
Augmented Data/augmented_4231.jpg,Chair
Augmented Data/augmented_4232.jpg,Chair
Augmented Data/augmented_4233.jpg,Chair
Augmented Data/augmented_4234.jpg,Chair
Augmented Data/augmented_4235.jpg,Chair
Augmented Data/augmented_4236.jpg,Chair
Augmented Data/augmented_4237.jpg,Chair
Augmented Data/augmented_4238.jpg,Chair
Augmented Data/augmented_4239.jpg,Chair
Augmented Data/augmented_4240.jpg,Chair
Augmented Data/augmented_4241.jpg,Chair
Augmented Data/augmented_4242.jpg,Chair
Augmented Data/augmented_4243.jpg,Chair
Augmented Data/augmented_4244.jpg,Chair
Augmented Data/augmented_4245.jpg,Chair
Augmented Data/augmented_4246.jpg,Chair
Augmented Data/augmented_4247.jpg,Chair
Augmented Data/augmented_4248.jpg,Chair
Augmented Data/augmented_4249.jpg,Chair
Augmented Data/augmented_4250.jpg,Chair
Augmented Data/augmented_4251.jpg,Chair
Augmented Data/augmented_4252.jpg,Chair
Augmented Data/augmented_4253.jpg,Chair
Augmented Data/augmented_4254.jpg,Chair
Augmented Data/augmented_4255.jpg,Chair
Augmented Data/augmented_4256.jpg,Chair
Augmented Data/augmented_4257.jpg,Chair
Augmented Data/augmented_4258.jpg,Chair
Augmented Data/augmented_4259.jpg,Chair
Augmented Data/augmented_4260.jpg,Chair
Augmented Data/augmented_4261.jpg,Chair
Augmented Data/augmented_4262.jpg,Chair
Augmented Data/augmented_4263.jpg,Chair
Augmented Data/augmented_4264.jpg,Chair
Augmented Data/augmented_4265.jpg,Chair
Augmented Data/augmented_4266.jpg,Chair
Augmented Data/augmented_4267.jpg,Chair
Augmented Data/augmented_4268.jpg,Chair
Augmented Data/augmented_4269.jpg,Chair
Augmented Data/augmented_4270.jpg,Chair
Augmented Data/augmented_4271.jpg,Chair
Augmented Data/augmented_4272.jpg,Chair
Augmented Data/augmented_4273.jpg,Chair
Augmented Data/augmented_4274.jpg,Chair
Augmented Data/augmented_4275.jpg,Chair
Augmented Data/augmented_4276.jpg,Chair
Augmented Data/augmented_4277.jpg,Chair
Augmented Data/augmented_4278.jpg,Chair
Augmented Data/augmented_4279.jpg,Chair
Augmented Data/augmented_4280.jpg,Chair
Augmented Data/augmented_4281.jpg,Chair
Augmented Data/augmented_4282.jpg,Chair
Augmented Data/augmented_4283.jpg,Chair
Augmented Data/augmented_4284.jpg,Chair
Augmented Data/augmented_4285.jpg,Chair
Augmented Data/augmented_4286.jpg,Chair
Augmented Data/augmented_4287.jpg,Chair
Augmented Data/augmented_4288.jpg,Chair
Augmented Data/augmented_4289.jpg,Chair
Augmented Data/augmented_4290.jpg,Chair
Augmented Data/augmented_4291.jpg,Chair
Augmented Data/augmented_4292.jpg,Chair
Augmented Data/augmented_4293.jpg,Chair
Augmented Data/augmented_4294.jpg,Chair
Augmented Data/augmented_4295.jpg,Chair
Augmented Data/augmented_4296.jpg,Chair
Augmented Data/augmented_4297.jpg,Chair
Augmented Data/augmented_4298.jpg,Chair
Augmented Data/augmented_4299.jpg,Chair
Augmented Data/augmented_4300.jpg,Chair
Augmented Data/augmented_4301.jpg,Chair
Augmented Data/augmented_4302.jpg,Chair
Augmented Data/augmented_4303.jpg,Chair
Augmented Data/augmented_4304.jpg,Chair
Augmented Data/augmented_4305.jpg,Chair
Augmented Data/augmented_4306.jpg,Chair
Augmented Data/augmented_4307.jpg,Chair
Augmented Data/augmented_4308.jpg,Chair
Augmented Data/augmented_4309.jpg,Chair
Augmented Data/augmented_4310.jpg,Chair
Augmented Data/augmented_4311.jpg,Chair
Augmented Data/augmented_4312.jpg,Chair
Augmented Data/augmented_4313.jpg,Chair
Augmented Data/augmented_4314.jpg,Chair
Augmented Data/augmented_4315.jpg,Chair
Augmented Data/augmented_4316.jpg,Chair
Augmented Data/augmented_4317.jpg,Chair
Augmented Data/augmented_4318.jpg,Chair
Augmented Data/augmented_4319.jpg,Chair
Augmented Data/augmented_4320.jpg,Chair
Augmented Data/augmented_4321.jpg,Chair
Augmented Data/augmented_4322.jpg,Chair
Augmented Data/augmented_4323.jpg,Chair
Augmented Data/augmented_4324.jpg,Chair
Augmented Data/augmented_4325.jpg,Chair
Augmented Data/augmented_4326.jpg,Chair
Augmented Data/augmented_4327.jpg,Chair
Augmented Data/augmented_4328.jpg,Chair
Augmented Data/augmented_4329.jpg,Chair
Augmented Data/augmented_4330.jpg,Chair
Augmented Data/augmented_4331.jpg,Chair
Augmented Data/augmented_4332.jpg,Chair
Augmented Data/augmented_4333.jpg,Chair
Augmented Data/augmented_4334.jpg,Chair
Augmented Data/augmented_4335.jpg,Chair
Augmented Data/augmented_4336.jpg,Chair
Augmented Data/augmented_4337.jpg,Chair
Augmented Data/augmented_4338.jpg,Chair
Augmented Data/augmented_4339.jpg,Chair
Augmented Data/augmented_4340.jpg,Chair
Augmented Data/augmented_4341.jpg,Chair
Augmented Data/augmented_4342.jpg,Chair
Augmented Data/augmented_4343.jpg,Chair
Augmented Data/augmented_4344.jpg,Chair
Augmented Data/augmented_4345.jpg,Chair
Augmented Data/augmented_4346.jpg,Chair
Augmented Data/augmented_4347.jpg,Chair
Augmented Data/augmented_4348.jpg,Chair
Augmented Data/augmented_4349.jpg,Chair
Augmented Data/augmented_4350.jpg,Chair
Augmented Data/augmented_4351.jpg,Chair
Augmented Data/augmented_4352.jpg,Chair
Augmented Data/augmented_4353.jpg,Chair
Augmented Data/augmented_4354.jpg,Chair
Augmented Data/augmented_4355.jpg,Chair
Augmented Data/augmented_4356.jpg,Chair
Augmented Data/augmented_4357.jpg,Chair
Augmented Data/augmented_4358.jpg,Chair
Augmented Data/augmented_4359.jpg,Chair
Augmented Data/augmented_4360.jpg,Chair
Augmented Data/augmented_4361.jpg,Chair
Augmented Data/augmented_4362.jpg,Chair
Augmented Data/augmented_4363.jpg,Chair
Augmented Data/augmented_4364.jpg,Chair
Augmented Data/augmented_4365.jpg,Chair
Augmented Data/augmented_4366.jpg,Chair
Augmented Data/augmented_4367.jpg,Chair
Augmented Data/augmented_4368.jpg,Chair
Augmented Data/augmented_4369.jpg,Chair
Augmented Data/augmented_4370.jpg,Chair
Augmented Data/augmented_4371.jpg,Chair
Augmented Data/augmented_4372.jpg,Chair
Augmented Data/augmented_4373.jpg,Chair
Augmented Data/augmented_4374.jpg,Chair
Augmented Data/augmented_4375.jpg,Chair
Augmented Data/augmented_4376.jpg,Chair
Augmented Data/augmented_4377.jpg,Chair
Augmented Data/augmented_4378.jpg,Chair
Augmented Data/augmented_4379.jpg,Chair
Augmented Data/augmented_4380.jpg,Chair
Augmented Data/augmented_4381.jpg,Chair
Augmented Data/augmented_4382.jpg,Chair
Augmented Data/augmented_4383.jpg,Chair
Augmented Data/augmented_4384.jpg,Chair
Augmented Data/augmented_4385.jpg,Chair
Augmented Data/augmented_4386.jpg,Chair
Augmented Data/augmented_4387.jpg,Chair
Augmented Data/augmented_4388.jpg,Chair
Augmented Data/augmented_4389.jpg,Chair
Augmented Data/augmented_4390.jpg,Chair
Augmented Data/augmented_4391.jpg,Chair
Augmented Data/augmented_4392.jpg,Chair
Augmented Data/augmented_4393.jpg,Chair
Augmented Data/augmented_4394.jpg,Chair
Augmented Data/augmented_4395.jpg,Chair
Augmented Data/augmented_4396.jpg,Chair
Augmented Data/augmented_4397.jpg,Chair
Augmented Data/augmented_4398.jpg,Chair
Augmented Data/augmented_4399.jpg,Chair
Augmented Data/augmented_4400.jpg,Chair
Augmented Data/augmented_4401.jpg,Chair
Augmented Data/augmented_4402.jpg,Chair
Augmented Data/augmented_4403.jpg,Chair
Augmented Data/augmented_4404.jpg,Chair
Augmented Data/augmented_4405.jpg,Chair
Augmented Data/augmented_4406.jpg,Chair
Augmented Data/augmented_4407.jpg,Chair
Augmented Data/augmented_4408.jpg,Chair
Augmented Data/augmented_4409.jpg,Chair
Augmented Data/augmented_4410.jpg,Chair
Augmented Data/augmented_4411.jpg,Chair
Augmented Data/augmented_4412.jpg,Chair
Augmented Data/augmented_4413.jpg,Chair
Augmented Data/augmented_4414.jpg,Chair
Augmented Data/augmented_4415.jpg,Chair
Augmented Data/augmented_4416.jpg,Chair
Augmented Data/augmented_4417.jpg,Chair
Augmented Data/augmented_4418.jpg,Chair
Augmented Data/augmented_4419.jpg,Chair
Augmented Data/augmented_4420.jpg,Chair
Augmented Data/augmented_4421.jpg,Chair
Augmented Data/augmented_4422.jpg,Chair
Augmented Data/augmented_4423.jpg,Chair
Augmented Data/augmented_4424.jpg,Chair
Augmented Data/augmented_4425.jpg,Chair
Augmented Data/augmented_4426.jpg,Cup
Augmented Data/augmented_4427.jpg,Cup
Augmented Data/augmented_4428.jpg,Cup
Augmented Data/augmented_4429.jpg,Cup
Augmented Data/augmented_4430.jpg,Cup
Augmented Data/augmented_4431.jpg,Cup
Augmented Data/augmented_4432.jpg,Cup
Augmented Data/augmented_4433.jpg,Cup
Augmented Data/augmented_4434.jpg,Cup
Augmented Data/augmented_4435.jpg,Cup
Augmented Data/augmented_4436.jpg,Cup
Augmented Data/augmented_4437.jpg,Cup
Augmented Data/augmented_4438.jpg,Cup
Augmented Data/augmented_4439.jpg,Cup
Augmented Data/augmented_4440.jpg,Cup
Augmented Data/augmented_4441.jpg,Cup
Augmented Data/augmented_4442.jpg,Cup
Augmented Data/augmented_4443.jpg,Cup
Augmented Data/augmented_4444.jpg,Cup
Augmented Data/augmented_4445.jpg,Cup
Augmented Data/augmented_4446.jpg,Cup
Augmented Data/augmented_4447.jpg,Cup
Augmented Data/augmented_4448.jpg,Cup
Augmented Data/augmented_4449.jpg,Cup
Augmented Data/augmented_4450.jpg,Cup
Augmented Data/augmented_4451.jpg,Cup
Augmented Data/augmented_4452.jpg,Cup
Augmented Data/augmented_4453.jpg,Cup
Augmented Data/augmented_4454.jpg,Cup
Augmented Data/augmented_4455.jpg,Cup
Augmented Data/augmented_4456.jpg,Cup
Augmented Data/augmented_4457.jpg,Cup
Augmented Data/augmented_4458.jpg,Cup
Augmented Data/augmented_4459.jpg,Cup
Augmented Data/augmented_4460.jpg,Cup
Augmented Data/augmented_4461.jpg,Cup
Augmented Data/augmented_4462.jpg,Cup
Augmented Data/augmented_4463.jpg,Cup
Augmented Data/augmented_4464.jpg,Cup
Augmented Data/augmented_4465.jpg,Cup
Augmented Data/augmented_4466.jpg,Cup
Augmented Data/augmented_4467.jpg,Cup
Augmented Data/augmented_4468.jpg,Cup
